name,slug,description,assets,facets,sku,optionGroups,optionValues,taxCategory,trackInventory,price,stockOnHand,variantAssets,variantFacets
,,,,,KOLD12,branch,kollupitiya,Zero,,1180,30,,
,,,,,BAMD12,branch,bambalapitiya,Zero,,1180,30,,
,,,,,OGFD12,branch,one-galle-face,Zero,,1180,30,,
Nutella Choco Blast Crepe,nutella-choco-blast-crepe,Cadbury + Kitkat + Kinder Bueno,Choco Blast nutella.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-nutella-crepes,MOUD13,branch,mount-lavinia,Zero,,1580,30,,
,,,,,MAHD13,branch,maharagama,Zero,,1580,30,,
,,,,,KOLD13,branch,kollupitiya,Zero,,1580,30,,
,,,,,BAMD13,branch,bambalapitiya,Zero,,1580,30,,
,,,,,OGFD13,branch,one-galle-face,Zero,,1580,30,,
Milk Choc Kitkat Strawberry Crepe,milk-choc-kitkat-strawberry-crepe,,kitkat + Strawberry milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE1,branch,mount-lavinia,Zero,,750,30,,
,,,,,MAHE1,branch,maharagama,Zero,,750,30,,
,,,,,KOLE1,branch,kollupitiya,Zero,,750,30,,
,,,,,BAME1,branch,bambalapitiya,Zero,,750,30,,
,,,,,OGFE1,branch,one-galle-face,Zero,,750,30,,
Milk Choc Strawberry Banana Crepe,milk-choc-strawberry-banana-crepe,,Strawberry + banana milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE2,branch,mount-lavinia,Zero,,720,30,,
,,,,,MAHE2,branch,maharagama,Zero,,720,30,,
,,,,,KOLE2,branch,kollupitiya,Zero,,720,30,,
,,,,,BAME2,branch,bambalapitiya,Zero,,720,30,,
,,,,,OGFE2,branch,one-galle-face,Zero,,720,30,,
Milk Choc Kitkat Oreo Crepe,milk-choc-kitkat-oreo-crepe,,KitKat + Oreo milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE3,branch,mount-lavinia,Zero,,760,30,,
,,,,,MAHE3,branch,maharagama,Zero,,760,30,,
,,,,,KOLE3,branch,kollupitiya,Zero,,760,30,,
,,,,,BAME3,branch,bambalapitiya,Zero,,760,30,,
,,,,,OGFE3,branch,one-galle-face,Zero,,760,30,,
Milk Choc Strawberry Crunch Crepe,milk-choc-strawberry-crunch-crepe,Strawberry + Almonds + Cashews + Walnuts,Strawberry + crunch milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE4,branch,mount-lavinia,Zero,,730,30,,
,,,,,MAHE4,branch,maharagama,Zero,,730,30,,
,,,,,KOLE4,branch,kollupitiya,Zero,,730,30,,
,,,,,BAME4,branch,bambalapitiya,Zero,,730,30,,
,,,,,OGFE4,branch,one-galle-face,Zero,,730,30,,
Milk Choc Peanut Butter Banana Crepe,milk-choc-peanut-butter-banana-crepe,,Peanut Butter Milk Choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE5,branch,mount-lavinia,Zero,,650,30,,
,,,,,MAHE5,branch,maharagama,Zero,,650,30,,
,,,,,KOLE5,branch,kollupitiya,Zero,,650,30,,
,,,,,BAME5,branch,bambalapitiya,Zero,,650,30,,
,,,,,OGFE5,branch,one-galle-face,Zero,,650,30,,
Milk Choc Cadbury Strawberry Crepe,milk-choc-cadbury-strawberry-crepe,,Cadbury + Strawberry milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE6,branch,mount-lavinia,Zero,,780,30,,
,,,,,MAHE6,branch,maharagama,Zero,,780,30,,
,,,,,KOLE6,branch,kollupitiya,Zero,,780,30,,
,,,,,BAME6,branch,bambalapitiya,Zero,,780,30,,
,,,,,OGFE6,branch,one-galle-face,Zero,,780,30,,
Milk Choc Brownie Cadbury Crepe,milk-choc-brownie-cadbury-crepe,,Brownie + Cadbury milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE7,branch,mount-lavinia,Zero,,940,30,,
,,,,,MAHE7,branch,maharagama,Zero,,940,30,,
,,,,,KOLE7,branch,kollupitiya,Zero,,940,30,,
,,,,,BAME7,branch,bambalapitiya,Zero,,940,30,,
,,,,,OGFE7,branch,one-galle-face,Zero,,940,30,,
Milk Choc Kinder Bueno Strawberry Crepe,milk-choc-kinder-bueno-strawberry-crepe,,Kinder + Strawberry milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE8,branch,mount-lavinia,Zero,,980,30,,
,,,,,MAHE8,branch,maharagama,Zero,,980,30,,
,,,,,KOLE8,branch,kollupitiya,Zero,,980,30,,
,,,,,BAME8,branch,bambalapitiya,Zero,,980,30,,
,,,,,OGFE8,branch,one-galle-face,Zero,,980,30,,
Milk Choc Brownie Strawberry Crepe,milk-choc-brownie-strawberry-crepe,,Brownie + Strawberry Milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE9,branch,mount-lavinia,Zero,,890,30,,
,,,,,MAHE9,branch,maharagama,Zero,,890,30,,
,,,,,KOLE9,branch,kollupitiya,Zero,,890,30,,
,,,,,BAME9,branch,bambalapitiya,Zero,,890,30,,
,,,,,OGFE9,branch,one-galle-face,Zero,,890,30,,
Milk Choc Brownie Kitkat Crepe,milk-choc-brownie-kitkat-crepe,,Brownie + Kitkat milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE10,branch,mount-lavinia,Zero,,920,30,,
,,,,,MAHE10,branch,maharagama,Zero,,920,30,,
,,,,,KOLE10,branch,kollupitiya,Zero,,920,30,,
,,,,,BAME10,branch,bambalapitiya,Zero,,920,30,,
,,,,,OGFE10,branch,one-galle-face,Zero,,920,30,,
Milk Choc Banana Kitkat Crepe,milk-choc-banana-kitkat-crepe,,Banana+ Kitkat milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE11,branch,mount-lavinia,Zero,,740,30,,
,,,,,MAHE11,branch,maharagama,Zero,,740,30,,
,,,,,KOLE11,branch,kollupitiya,Zero,,740,30,,
,,,,,BAME11,branch,bambalapitiya,Zero,,740,30,,
,,,,,OGFE11,branch,one-galle-face,Zero,,740,30,,
Milk Choc Brownie Oreo Crepe,milk-choc-brownie-oreo-crepe,,Brownie + Oreo milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE12,branch,mount-lavinia,Zero,,860,30,,
,,,,,MAHE12,branch,maharagama,Zero,,860,30,,
,,,,,KOLE12,branch,kollupitiya,Zero,,860,30,,
,,,,,BAME12,branch,bambalapitiya,Zero,,860,30,,
,,,,,OGFE12,branch,one-galle-face,Zero,,860,30,,
Milk Choc Choco Blast Crepe,milk-choc-choco-blast-crepe,Cadbury + Kitkat + Kinder Bueno,Choco Blast milk choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-milk-choc-crepes,MOUE13,branch,mount-lavinia,Zero,,1230,30,,
,,,,,MAHE13,branch,maharagama,Zero,,1230,30,,
,,,,,KOLE13,branch,kollupitiya,Zero,,1230,30,,
,,,,,BAME13,branch,bambalapitiya,Zero,,1230,30,,
,,,,,OGFE13,branch,one-galle-face,Zero,,1230,30,,
White Choc Kitkat Strawberry Crepe,white-choc-kitkat-strawberry-crepe,,kitkat + Strawberry white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF1,branch,mount-lavinia,Zero,,780,30,,
,,,,,MAHF1,branch,maharagama,Zero,,780,30,,
,,,,,KOLF1,branch,kollupitiya,Zero,,780,30,,
,,,,,BAMF1,branch,bambalapitiya,Zero,,780,30,,
,,,,,OGFF1,branch,one-galle-face,Zero,,780,30,,
White Choc Strawberry Banana Crepe,white-choc-strawberry-banana-crepe,,Strawberry + banana white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF2,branch,mount-lavinia,Zero,,750,30,,
,,,,,MAHF2,branch,maharagama,Zero,,750,30,,
,,,,,KOLF2,branch,kollupitiya,Zero,,750,30,,
,,,,,BAMF2,branch,bambalapitiya,Zero,,750,30,,
,,,,,OGFF2,branch,one-galle-face,Zero,,750,30,,
White Choc Kitkat Oreo Crepe,white-choc-kitkat-oreo-crepe,,KitKat + Oreo white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF3,branch,mount-lavinia,Zero,,790,30,,
,,,,,MAHF3,branch,maharagama,Zero,,790,30,,
,,,,,KOLF3,branch,kollupitiya,Zero,,790,30,,
,,,,,BAMF3,branch,bambalapitiya,Zero,,790,30,,
,,,,,OGFF3,branch,one-galle-face,Zero,,790,30,,
White Choc Strawberry Crunch Crepe,white-choc-strawberry-crunch-crepe,Strawberry + Almonds + Cashews + Walnuts,Strawberry + crunch white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF4,branch,mount-lavinia,Zero,,760,30,,
,,,,,MAHF4,branch,maharagama,Zero,,760,30,,
,,,,,KOLF4,branch,kollupitiya,Zero,,760,30,,
,,,,,BAMF4,branch,bambalapitiya,Zero,,760,30,,
,,,,,OGFF4,branch,one-galle-face,Zero,,760,30,,
White Choc Peanut Butter Banana Crepe,white-choc-peanut-butter-banana-crepe,,Peanut butter + Banana white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF5,branch,mount-lavinia,Zero,,680,30,,
,,,,,MAHF5,branch,maharagama,Zero,,680,30,,
,,,,,KOLF5,branch,kollupitiya,Zero,,680,30,,
,,,,,BAMF5,branch,bambalapitiya,Zero,,680,30,,
,,,,,OGFF5,branch,one-galle-face,Zero,,680,30,,
White Choc Cadbury Strawberry Crepe,white-choc-cadbury-strawberry-crepe,,Cadbury + Strawberry white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF6,branch,mount-lavinia,Zero,,810,30,,
,,,,,MAHF6,branch,maharagama,Zero,,810,30,,
,,,,,KOLF6,branch,kollupitiya,Zero,,810,30,,
,,,,,BAMF6,branch,bambalapitiya,Zero,,810,30,,
,,,,,OGFF6,branch,one-galle-face,Zero,,810,30,,
White Choc Brownie Cadbury Crepe,white-choc-brownie-cadbury-crepe,,Brownie + Cadbury white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF7,branch,mount-lavinia,Zero,,970,30,,
,,,,,MAHF7,branch,maharagama,Zero,,970,30,,
,,,,,KOLF7,branch,kollupitiya,Zero,,970,30,,
,,,,,BAMF7,branch,bambalapitiya,Zero,,970,30,,
,,,,,OGFF7,branch,one-galle-face,Zero,,970,30,,
White Choc Kinder Bueno Strawberry Crepe,white-choc-kinder-bueno-strawberry-crepe,,Kinder + Strawberry white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF8,branch,mount-lavinia,Zero,,1010,30,,
,,,,,MAHF8,branch,maharagama,Zero,,1010,30,,
,,,,,KOLF8,branch,kollupitiya,Zero,,1010,30,,
,,,,,BAMF8,branch,bambalapitiya,Zero,,1010,30,,
,,,,,OGFF8,branch,one-galle-face,Zero,,1010,30,,
White Choc Brownie Strawberry Crepe,white-choc-brownie-strawberry-crepe,,Brownie + Strawberry white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF9,branch,mount-lavinia,Zero,,920,30,,
,,,,,MAHF9,branch,maharagama,Zero,,920,30,,
,,,,,KOLF9,branch,kollupitiya,Zero,,920,30,,
,,,,,BAMF9,branch,bambalapitiya,Zero,,920,30,,
,,,,,OGFF9,branch,one-galle-face,Zero,,920,30,,
White Choc Brownie Kitkat Crepe,white-choc-brownie-kitkat-crepe,,Brownie + Kitkat white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF10,branch,mount-lavinia,Zero,,950,30,,
,,,,,MAHF10,branch,maharagama,Zero,,950,30,,
,,,,,KOLF10,branch,kollupitiya,Zero,,950,30,,
,,,,,BAMF10,branch,bambalapitiya,Zero,,950,30,,
,,,,,OGFF10,branch,one-galle-face,Zero,,950,30,,
White Choc Banana Kitkat Crepe,white-choc-banana-kitkat-crepe,,Banana+ Kitkat white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF11,branch,mount-lavinia,Zero,,770,30,,
,,,,,MAHF11,branch,maharagama,Zero,,770,30,,
,,,,,KOLF11,branch,kollupitiya,Zero,,770,30,,
,,,,,BAMF11,branch,bambalapitiya,Zero,,770,30,,
,,,,,OGFF11,branch,one-galle-face,Zero,,770,30,,
White Choc Brownie Oreo Crepe,white-choc-brownie-oreo-crepe,,Brownie + Oreo white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF12,branch,mount-lavinia,Zero,,890,30,,
,,,,,MAHF12,branch,maharagama,Zero,,890,30,,
,,,,,KOLF12,branch,kollupitiya,Zero,,890,30,,
,,,,,BAMF12,branch,bambalapitiya,Zero,,890,30,,
,,,,,OGFF12,branch,one-galle-face,Zero,,890,30,,
White Choc Choco Blast Crepe,white-choc-choco-blast-crepe,Cadbury + Kitkat + Kinder Bueno,Choco Blast white choc.jpg,main:sweet-combo-crepes|sweet-combo-crepes:combo-white-choc-crepes,MOUF13,branch,mount-lavinia,Zero,,1260,30,,
,,,,,MAHF13,branch,maharagama,Zero,,1260,30,,
,,,,,KOLF13,branch,kollupitiya,Zero,,1260,30,,
,,,,,BAMF13,branch,bambalapitiya,Zero,,1260,30,,
,,,,,OGFF13,branch,one-galle-face,Zero,,1260,30,,
Runner Beef Steak Crepe,runner-beef-steak-crepe,Beef Steak + Cheese + Herbs,Runner Beef Steak.jpg,main:savory-crepes,MOUG1,branch,mount-lavinia,Zero,,930,30,,
,,,,,MAHG1,branch,maharagama,Zero,,930,30,,
,,,,,KOLG1,branch,kollupitiya,Zero,,930,30,,
,,,,,BAMG1,branch,bambalapitiya,Zero,,930,30,,
,,,,,OGFG1,branch,one-galle-face,Zero,,930,30,,
Chicken Slayer Crepe,chicken-slayer-crepe,Chicken + Cheese + Herbs,chicken slayer.jpg,main:savory-crepes,MOUG2,branch,mount-lavinia,Zero,,850,30,,
,,,,,MAHG2,branch,maharagama,Zero,,850,30,,
,,,,,KOLG2,branch,kollupitiya,Zero,,850,30,,
,,,,,BAMG2,branch,bambalapitiya,Zero,,850,30,,
,,,,,OGFG2,branch,one-galle-face,Zero,,850,30,,
Cheese Fantasy Crepe,cheese-fantasy-crepe,Triple Cheese Slices + Herbs,Cheese fantasy.jpg,main:savory-crepes,MOUG3,branch,mount-lavinia,Zero,,620,30,,
,,,,,MAHG3,branch,maharagama,Zero,,620,30,,
,,,,,KOLG3,branch,kollupitiya,Zero,,620,30,,
,,,,,BAMG3,branch,bambalapitiya,Zero,,620,30,,
,,,,,OGFG3,branch,one-galle-face,Zero,,620,30,,
Minced Beef Crepe,minced-beef-crepe,Minced Beef + Cheese + Herbs,minced Beef.jpg,main:savory-crepes,MOUG4,branch,mount-lavinia,Zero,,830,30,,
,,,,,KOLG4,branch,kollupitiya,Zero,,830,30,,
,,,,,BAMG4,branch,bambalapitiya,Zero,,830,30,,
,,,,,OGFG4,branch,one-galle-face,Zero,,830,30,,
Minced Chicken Crepe,minced-chicken-crepe,Minced Chicken + Cheese + Herbs,minced chicken.jpg,main:savory-crepes,MOUG5,branch,mount-lavinia,Zero,,800,30,,
,,,,,KOLG5,branch,kollupitiya,Zero,,800,30,,
,,,,,BAMG5,branch,bambalapitiya,Zero,,800,30,,
,,,,,OGFG5,branch,one-galle-face,Zero,,800,30,,
Sausage Delight Crepe,sausage-delight-crepe,Sausages + Cheese + Herbs,Sausage delight.jpg,main:savory-crepes,MOUG6,branch,mount-lavinia,Zero,,640,30,,
,,,,,KOLG6,branch,kollupitiya,Zero,,640,30,,
,,,,,BAMG6,branch,bambalapitiya,Zero,,640,30,,
,,,,,OGFG6,branch,one-galle-face,Zero,,640,30,,
Stuffed Beef Crepe,stuffed-beef-crepe,Beef Steak + Minced Beef + Cheese + Chips + Herbs,stuffed Beef.jpg,main:savory-crepes,BAMG7,branch,bambalapitiya,Zero,,1350,30,,
Stuffed Chicken Crepe,stuffed-chicken-crepe,Chicken + Minced Chicken + Cheese + Chips + Herbs,STUFFED chicken.jpg,main:savory-crepes,BAMG8,branch,bambalapitiya,Zero,,1150,30,,
Prawn/Isso Crepe,prawn-isso-crepe,Prawn + Cheese + Herbs,Prawn.jpg,main:savory-crepes,BAMG9,branch,bambalapitiya,Zero,,740,30,,
,,,,,OGFG9,branch,one-galle-face,Zero,,740,30,,
Beef Potato Chips,beef-potato-chips,Chips + Minced Beef + Cheese,Beef loaded chips.jpg,main:potato-chips,BAMH1,branch,bambalapitiya,Zero,,990,30,,
,,,,,OGFH1,branch,one-galle-face,Zero,,990,30,,
Chicken Potato Chips,chicken-potato-chips,Chips + Minced Chicken + Cheese,cheese loaded chips.jpg,main:potato-chips,BAMH2,branch,bambalapitiya,Zero,,960,30,,
,,,,,OGFH2,branch,one-galle-face,Zero,,960,30,,
Cheese Only Potato Chips,cheese-only-potato-chips,Chips + Cheese,cheese loaded chips.jpg,main:potato-chips,BAMH3,branch,bambalapitiya,Zero,,650,30,,
,,,,,OGFH3,branch,one-galle-face,Zero,,650,30,,
Espresso Shot,espresso-shot,,Espresso.jpg,main:hot-beverages,KOLI1,branch,kollupitiya,Zero,,380,30,,
,,,,,BAMI1,branch,bambalapitiya,Zero,,380,30,,
Cappuccino,cappuccino,,Cappuccino.jpg,main:hot-beverages,KOLI2,branch,kollupitiya,Zero,,490,30,,
,,,,,BAMI2,branch,bambalapitiya,Zero,,490,30,,
Flat White,flat-white,,Flat White.jpg,main:hot-beverages,KOLI3,branch,kollupitiya,Zero,,490,30,,
,,,,,BAMI3,branch,bambalapitiya,Zero,,490,30,,
Americano,americano,,Americano.jpg,main:hot-beverages,KOLI4,branch,kollupitiya,Zero,,430,30,,
,,,,,BAMI4,branch,bambalapitiya,Zero,,430,30,,
Café Mocha,cafe-mocha,,Cafe Mocha.jpg,main:hot-beverages,KOLI5,branch,kollupitiya,Zero,,590,30,,
,,,,,BAMI5,branch,bambalapitiya,Zero,,590,30,,
Café Latte,cafe-latte,,Cafe Latte.jpg,main:hot-beverages,KOLI6,branch,kollupitiya,Zero,,490,30,,
,,,,,BAMI6,branch,bambalapitiya,Zero,,490,30,,
Hot Chocolate,hot-chocolate,,Hot chocolate.jpg,main:hot-beverages,KOLI7,branch,kollupitiya,Zero,,640,30,,
,,,,,BAMI7,branch,bambalapitiya,Zero,,640,30,,
Mango Milkshake,mango-milkshake,,Mango Milkshake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ1,branch,mount-lavinia,Zero,,530,30,,
,,,,,KOLJ1,branch,kollupitiya,Zero,,530,30,,
,,,,,BAMJ1,branch,bambalapitiya,Zero,,530,30,,
,,,,,OGFJ1,branch,one-galle-face,Zero,,530,30,,
Strawberry Milkshake,strawberry-milkshake,,Strawberry Milkshake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ2,branch,mount-lavinia,Zero,,650,30,,
,,,,,MAHJ2,branch,maharagama,Zero,,650,30,,
,,,,,KOLJ2,branch,kollupitiya,Zero,,650,30,,
,,,,,BAMJ2,branch,bambalapitiya,Zero,,650,30,,
,,,,,OGFJ2,branch,one-galle-face,Zero,,650,30,,
Chocolate Milkshake,chocolate-milkshake,,Chocolate milkshake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ3,branch,mount-lavinia,Zero,,540,30,,
,,,,,MAHJ3,branch,maharagama,Zero,,540,30,,
,,,,,KOLJ3,branch,kollupitiya,Zero,,540,30,,
,,,,,BAMJ3,branch,bambalapitiya,Zero,,540,30,,
,,,,,OGFJ3,branch,one-galle-face,Zero,,540,30,,
Oreo Milkshake,oreo-milkshake,,Oreo Milkshake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ4,branch,mount-lavinia,Zero,,690,30,,
,,,,,MAHJ4,branch,maharagama,Zero,,690,30,,
,,,,,KOLJ4,branch,kollupitiya,Zero,,690,30,,
,,,,,BAMJ4,branch,bambalapitiya,Zero,,690,30,,
,,,,,OGFJ4,branch,one-galle-face,Zero,,690,30,,
Nutella Milkshake,nutella-milkshake,,Nutella milkshake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ5,branch,mount-lavinia,Zero,,790,30,,
,,,,,MAHJ5,branch,maharagama,Zero,,790,30,,
,,,,,KOLJ5,branch,kollupitiya,Zero,,790,30,,
,,,,,BAMJ5,branch,bambalapitiya,Zero,,790,30,,
,,,,,OGFJ5,branch,one-galle-face,Zero,,790,30,,
Vanilla Crunch Milkshake,vanilla-crunch-milkshake,Almonds + Cashews + Walnuts,Vanilla crunch milkshake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ6,branch,mount-lavinia,Zero,,660,30,,
,,,,,KOLJ6,branch,kollupitiya,Zero,,660,30,,
,,,,,BAMJ6,branch,bambalapitiya,Zero,,660,30,,
,,,,,OGFJ6,branch,one-galle-face,Zero,,660,30,,
Brownie Milkshake,brownie-milkshake,,Brownie-milkshake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ7,branch,mount-lavinia,Zero,,820,30,,
,,,,,MAHJ7,branch,maharagama,Zero,,820,30,,
,,,,,KOLJ7,branch,kollupitiya,Zero,,820,30,,
,,,,,BAMJ7,branch,bambalapitiya,Zero,,820,30,,
,,,,,OGFJ7,branch,one-galle-face,Zero,,820,30,,
Cadbury Milkshake,cadbury-milkshake,,Cadbury milkshake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ8,branch,mount-lavinia,Zero,,790,30,,
,,,,,MAHJ8,branch,maharagama,Zero,,790,30,,
,,,,,KOLJ8,branch,kollupitiya,Zero,,790,30,,
,,,,,BAMJ8,branch,bambalapitiya,Zero,,790,30,,
,,,,,OGFJ8,branch,one-galle-face,Zero,,790,30,,
Milo Milkshake,milo-milkshake,,Milo shake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ9,branch,mount-lavinia,Zero,,710,30,,
,,,,,MAHJ9,branch,maharagama,Zero,,710,30,,
,,,,,KOLJ9,branch,kollupitiya,Zero,,710,30,,
,,,,,BAMJ9,branch,bambalapitiya,Zero,,710,30,,
,,,,,OGFJ9,branch,one-galle-face,Zero,,710,30,,
Chocolate Crunch Milkshake,chocolate-crunch-milkshake,Almonds + Cashews + Walnuts,Chocolate milkshake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ10,branch,mount-lavinia,Zero,,690,30,,
,,,,,MAHJ10,branch,maharagama,Zero,,690,30,,
,,,,,KOLJ10,branch,kollupitiya,Zero,,690,30,,
,,,,,BAMJ10,branch,bambalapitiya,Zero,,690,30,,
,,,,,OGFJ10,branch,one-galle-face,Zero,,690,30,,
Coffee Milkshake,coffee-milkshake,,Coffee milkshake.jpg,main:chill-beverages|chill-beverages:milkshakes,MOUJ11,branch,mount-lavinia,Zero,,500,30,,
,,,,,KOLJ11,branch,kollupitiya,Zero,,500,30,,
,,,,,BAMJ11,branch,bambalapitiya,Zero,,500,30,,
,,,,,OGFJ11,branch,one-galle-face,Zero,,500,30,,
Lime Mojito,lime-mojito,,Lime mojito.jpg,main:chill-beverages|chill-beverages:mojitos,MOUK1,branch,mount-lavinia,Zero,,450,30,,
,,,,,MAHK1,branch,maharagama,Zero,,450,30,,
,,,,,KOLK1,branch,kollupitiya,Zero,,450,30,,
,,,,,BAMK1,branch,bambalapitiya,Zero,,450,30,,
,,,,,OGFK1,branch,one-galle-face,Zero,,450,30,,
Passion Mojito,passion-mojito,,Passion mojito.jpg,main:chill-beverages|chill-beverages:mojitos,MOUK2,branch,mount-lavinia,Zero,,450,30,,
,,,,,MAHK2,branch,maharagama,Zero,,450,30,,
,,,,,KOLK2,branch,kollupitiya,Zero,,450,30,,
,,,,,BAMK2,branch,bambalapitiya,Zero,,450,30,,
,,,,,OGFK2,branch,one-galle-face,Zero,,450,30,,
Mango Mojito,mango-mojito,,Mango Mojito.jpg,main:chill-beverages|chill-beverages:mojitos,MOUK3,branch,mount-lavinia,Zero,,450,30,,
,,,,,MAHK3,branch,maharagama,Zero,,450,30,,
,,,,,KOLK3,branch,kollupitiya,Zero,,450,30,,
,,,,,BAMK3,branch,bambalapitiya,Zero,,450,30,,
,,,,,OGFK3,branch,one-galle-face,Zero,,450,30,,
Strawberry Mojito,strawberry-mojito,,Strawberry Mojito.jpg,main:chill-beverages|chill-beverages:mojitos,MOUK4,branch,mount-lavinia,Zero,,590,30,,
,,,,,MAHK4,branch,maharagama,Zero,,590,30,,
,,,,,KOLK4,branch,kollupitiya,Zero,,590,30,,
,,,,,BAMK4,branch,bambalapitiya,Zero,,590,30,,
,,,,,OGFK4,branch,one-galle-face,Zero,,590,30,,
Apple Mojito,apple-mojito,,Apple mojito.jpg,main:chill-beverages|chill-beverages:mojitos,MOUK5,branch,mount-lavinia,Zero,,590,30,,
,,,,,MAHK5,branch,maharagama,Zero,,590,30,,
,,,,,KOLK5,branch,kollupitiya,Zero,,590,30,,
,,,,,BAMK5,branch,bambalapitiya,Zero,,590,30,,
,,,,,OGFK5,branch,one-galle-face,Zero,,590,30,,
Blackcurrant Mojito,blackcurrant-mojito,,Blackcurrant Mojito.jpg,main:chill-beverages|chill-beverages:mojitos,MOUK6,branch,mount-lavinia,Zero,,590,30,,
,,,,,MAHK6,branch,maharagama,Zero,,590,30,,
,,,,,KOLK6,branch,kollupitiya,Zero,,590,30,,
,,,,,BAMK6,branch,bambalapitiya,Zero,,590,30,,
,,,,,OGFK6,branch,one-galle-face,Zero,,590,30,,
Passion Redbull Mojito,passion-redbull-mojito,,Passion + Redbull.jpg,main:chill-beverages|chill-beverages:mojitos,MOUK7,branch,mount-lavinia,Zero,,1280,30,,
,,,,,MAHK7,branch,maharagama,Zero,,1280,30,,
,,,,,KOLK7,branch,kollupitiya,Zero,,1280,30,,
,,,,,BAMK7,branch,bambalapitiya,Zero,,1280,30,,
,,,,,OGFK7,branch,one-galle-face,Zero,,1280,30,,
Apple Redbull Mojito,apple-redbull-mojito,,Apple + Redbull.jpg,main:chill-beverages|chill-beverages:mojitos,MOUK8,branch,mount-lavinia,Zero,,1260,30,,
,,,,,MAHK8,branch,maharagama,Zero,,1260,30,,
,,,,,KOLK8,branch,kollupitiya,Zero,,1260,30,,
,,,,,BAMK8,branch,bambalapitiya,Zero,,1260,30,,
,,,,,OGFK8,branch,one-galle-face,Zero,,1260,30,,
Strawberry Redbull Mojito,strawberry-redbull-mojito,,Strawberry + Redbull.jpg,main:chill-beverages|chill-beverages:mojitos,MOUK9,branch,mount-lavinia,Zero,,1410,30,,
,,,,,MAHK9,branch,maharagama,Zero,,1410,30,,
,,,,,KOLK9,branch,kollupitiya,Zero,,1410,30,,
,,,,,BAMK9,branch,bambalapitiya,Zero,,1410,30,,
,,,,,OGFK9,branch,one-galle-face,Zero,,1410,30,,
Lime Redbull Mojito,lime-redbull-mojito,,Lime + redbull.jpg,main:chill-beverages|chill-beverages:mojitos,MOUK10,branch,mount-lavinia,Zero,,1320,30,,
,,,,,MAHK10,branch,maharagama,Zero,,1320,30,,
,,,,,KOLK10,branch,kollupitiya,Zero,,1320,30,,
,,,,,BAMK10,branch,bambalapitiya,Zero,,1320,30,,
,,,,,OGFK10,branch,one-galle-face,Zero,,1320,30,,
