Statistical profiling result from isolate-0x120008000-37491-v8.log, (27570 ticks, 334 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      3    0.0%    0.0%  LazyCompile: *get /Users/vikumwijekoon/git/vendure/node_modules/graphql/type/definition.js:671:22
      3    0.0%    0.0%  LazyCompile: *get /Users/vikumwijekoon/git/vendure/node_modules/graphql/type/definition.js:1081:22
      3    0.0%    0.0%  LazyCompile: *canActivate /Users/vikumwijekoon/git/vendure/packages/core/dist/api/middleware/auth-guard.js:47:22
      3    0.0%    0.0%  LazyCompile: *_objectSpread /Users/vikumwijekoon/git/vendure/node_modules/graphql/utilities/extendSchema.js:50:23
      3    0.0%    0.0%  LazyCompile: *SelectQueryBuilder.loadRawResults /Users/vikumwijekoon/git/vendure/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1638:60
      3    0.0%    0.0%  LazyCompile: *SelectQueryBuilder.createTableLockExpression /Users/vikumwijekoon/git/vendure/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1245:71
      3    0.0%    0.0%  LazyCompile: *SelectQueryBuilder.createGroupByExpression /Users/vikumwijekoon/git/vendure/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1151:69
      3    0.0%    0.0%  LazyCompile: *SelectQueryBuilder.computeCountExpression /Users/vikumwijekoon/git/vendure/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1408:68
      3    0.0%    0.0%  LazyCompile: *SelectQueryBuilder.addSelect /Users/vikumwijekoon/git/vendure/node_modules/typeorm/query-builder/SelectQueryBuilder.js:95:55
      3    0.0%    0.0%  LazyCompile: *ResultSetHeaderPacket.parse /Users/vikumwijekoon/git/vendure/node_modules/mysql/lib/protocol/packets/ResultSetHeaderPacket.js:8:49
      3    0.0%    0.0%  LazyCompile: *RelationIdLoader.load /Users/vikumwijekoon/git/vendure/node_modules/typeorm/query-builder/relation-id/RelationIdLoader.js:19:48
      3    0.0%    0.0%  LazyCompile: *RawSqlResultsToEntityTransformer.transformJoins /Users/vikumwijekoon/git/vendure/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:134:74
      3    0.0%    0.0%  LazyCompile: *QueryBuilder.getTableName /Users/vikumwijekoon/git/vendure/node_modules/typeorm/query-builder/QueryBuilder.js:381:52
      3    0.0%    0.0%  LazyCompile: *QueryBuilder.findColumnsForPropertyPath /Users/vikumwijekoon/git/vendure/node_modules/typeorm/query-builder/QueryBuilder.js:791:66
      3    0.0%    0.0%  LazyCompile: *Module._nodeModulePaths internal/modules/cjs/loader.js:597:37
